name,rating,comment,createdAt,_id,product_id,user_id,is_positive
rwf245,1,골드나 블랙 색상 보내주시라고 미리 요청드렸음에도 불구하고 청개구리인가요? 화이트를 무려 2개나 보내심. 화이트만 보내달란걸로 말귀를 잘못 알아들은건지? 제가 쓴 게시글 다시 읽어봐도 오해의 소지없이 정확히 썼구만요. 블랙+골드 보내달라고요. 졸지에 현재 개시하지않은 스크랩텀블러 화이트 컬러만 3개가 되었네요. 이럴거면 120T 선택했을거임. 센스 제로. 융통성없는 판매자..,,13,2,3,0
rgw513,1,배송이 개판임. 상자아껴서 부자되세요. 그깟 상자하나에 얼마나한다고 상자도없이 보내는거야. 이딴데서는 아무리 싸도 두번다시는 안사먹음. 어차피 상자아껴서 부자될테니 걱정안해도됨,,14,2,4,0
kkg1571,1,"100스틱 x2개 샀는데, 총 200스틱이면 적어도 유통기한은 200일 이상의 제품으로 보내줘야 하는거 아닌가요. 1년전에 만들고 유통기한은 200일도 안남은 제품으로 보내주네요. 그리고 2개를 샀으면 증정품을 서로 다른 2개로 보내주는게 기본센스인데.... 증정품을 2개 다 같은거로 보내주네요. 그냥 싼맛에 사고 마십니다.",,15,2,5,0
jht295,1,"배송 ㅠ늦게 오늘건 둘째치고, 커피가 어떻게 왔길래 ...오는 길에 비오는 지역에서 물에 젖었었나봐요박스도 젖고안에 카누도 구깃 & 카누박스도 밑부분 젖어서 왔어요",,16,2,1,0
lkq1242,1,"사은품 보온병 때문에 구매했는데, 바라지도 않는 머그컵 실망~ 집에 남아도는게 머그컵 보온병 꼭 필요하다고 문의했는데, 전혀 반영도 안되고 보온병 하나라도 보냈으면 서운하지 않았을텐데, 둘다 머그컵이라 상품받고 급실망 했어요.",,17,2,2,0
rwf245,1,카누 겉상자에 테이프와 택배용지 붙여 배송 됐어요.ㅡ.ㅡㅋ겉상자뜯어 안에30개씩 들어 있는 상자 윗부분에 스크레치얼룩이 심해요.ㅡ.ㅡㅋ 왜 이런거예요??먹는제품인데...찝찝 하네요.더이상 구매 안하는 걸로...,,18,2,3,0
rgw513,1,2개 샀는데 테이프로 두개 이어 붙이고 그대로 송장 붙여 보냈네요아무리 카누 속박스 있어도 별로 튼튼한 포장도 아니라 한쪽은 배송중 찌그러져있고 너무 더럽네요. 2개 샀으면 테이프 붙일 시간에 중복되는 배송비로 비닐에라도 넣어보낼만 한데 참..,,19,2,4,0
kkg1571,1,두 개 기획세트인데 하나만 와서 미수취를 눌러놔도 연락도 없고 11번가에 월요일 수요일 연락해서 겨우 업체에서 전화왔네요 먼저 도착한 물건 사진 안 찍어놨으면 물건도 못 받을 뻔했어요 미안하단 말 한마디 못 듣고 사진으로 증명해서 추가로 하나 받았습니다. 최악이네요,,20,2,5,0
jht295,1,"커피를 많이 구입해봤지만, 별도의 박스가 아닌 커피박스 자체에 테이핑을 하고 택배라벨을 붙여서 보내는 경우는 처음입니다. 받을때부터 테이핑을 떼는 순간까지 몹시 불쾌해지네요.이 업체에서는 절대 다시 구입하고 싶지 않아요.",,21,2,1,0
lkq1242,1,유통기한이 올해 8/23 까지인 상품이 왔네요240 스틱이나 샀는데...유통기한 짧게 남은 거라고 어디 크게 표시라도 해두던가 속은 기분이네요귀찮아서 반품은 안하지만 불쾌합니다,,22,2,2,0
rwf245,1,제품 자체의 평가보단 익일도착이란 광고완 달리 일주일 가까이 걸린 점과 포장은 둘째치고 제품 자체 상태가 커피니 망정이지 터져있어 매우 아쉬웠습니다,,23,2,3,0
rgw513,1,배송송장을 상품에 떡하니.아주 불쾌. 찜찜.커피보관은 제대로하는지 의심이 듬.,,24,2,4,0
kkg1571,1,상품이 잘못 왔는데요~미니마일드를 주문했는데...다크가 왔어요~확인도 안하고 뜯어서 먹고야 알았네요....교환 가능합니까?? 한박스면 모르는데...두박스 200T나 되니...빠른 답변 주세요~^^,,25,2,5,0
jht295,1,최악의 택배배송 다른데 배송해두고 다시 배송처리해달라니 바쁘다면서 알아서 해라네요 이런 기사 첨봅니다 게다가 아침에 분명 통화까지 햇는데 최악이네요 대한통운 택배 좀 바꿧음 좋겟습니다 제품은 잘받았구요 제품은 좋아요,,26,2,1,0
lkq1242,1,제품 박스에 그대로 테이프 붙여서 배송하는건 처음 봤네요 선물하려고 했는데.. 다시 구매햐야겠어요ㅜ,,27,2,2,0
rwf245,1,커피에 김치국물이 ㅠ 어우~냄새 기분이 참 안좋네요 사은품은 왜 암것도 없는지 ㅡㅡ 맘에 안들어요,,28,2,3,0
rgw513,1,"아,,, 왜 이거두 박스가 절단난거죠카누상자도 모카마일드도 외부택배박스도 너덜좀 그르네캐쉬백포인트는 없는박스입니다",,29,2,4,0
kkg1571,1,배송느린건 어쩔수 없다고 해도상품이라도 제대로 보내줘야하는거 아닙니까아니 구매했던거 다른거 보내는건 머냐고요재고가 없으면 문자나 전화주는게 정상아님?배송늦게 겨우 받았는데 진짜 짜증나네 ㅡㅡ,,30,2,5,0
jht296,1,배송이 너무너무 느려요 ㅜ6시이전 당일 발송이라곤 하지만 그냥 송장만 뽑아 놓는듯차라리 저 당일발송문구를 빼는게 더 나을 것 같아요,,31,2,1,0
lkq1243,1,상품 관련 해서는 그다지 할 말은 없습니다. 다만 랜덤사은품으로 준다고 사이트에 나와 있는 10종류의 사은품이 아닌 티백이 낱개로 8개가 왔고 이게 사은품이 맞다는 태풍몰의 답변에 실망을 금치 못하겠네요,,32,2,2,0
rwf246,1,"vip t멤버쉽 쿠폰사용할때랑 그냥 구매할때랑 가격이 왜 틀린가요? 멤버쉽사용할땐 37천원돈, 그냥 구매할땐 34천원ㅡ.ㅡ 오천원쿠폰사용했는데 결과적으론 2천원차이밖에 안나더군요.",,33,2,3,0
rgw514,1,진짜 어이없네요.문의글에 유통기한 9월이후꺼 보내준다고 해놓고 말뿐이었네요.2021년8월23일까지네요.반품하려다 장바구니쿠폰 써서 그냥 놔둡니다.,,34,2,4,0
kkg1572,1,3+1인 120개*2 오는거아닌가요?? 1개만왓는데요..총240개 되어야 맞는거 아닌가요??,,35,2,5,0
jht296,1,"11월19일 오전에 주문을 했는데 아직 상품이 도착하지 않았습니다. 주문,배송상태는 배송완료라고 뜨는데 이건 무슨 경우인가요? 고객센터, 택배사 연락도 안되고 너무하네요.",,36,2,1,0
lkq1243,1,주문한지 일주일만에 왔고 제품 상태도 찌그러지고 터진 상태로 왔습니다,,37,2,2,0
rwf246,1,별도 포장 없이 송장만 붙여 배송해서잔뜩 구겨진 상태로 받았습니다,,38,2,3,0
rgw514,1,봉투도 없이 박스에 바로 송장 붙여 보내는건처음 봅니다 덕분에 몇년만에 리뷰도 써보네요,,39,2,4,0
kkg1572,1,택배 포장이 아 개판이군 택배 박스값 아껴서 부자되세요,,40,2,5,0
jht296,1,랜덤 사은품 주는걸로구매 했는데 다른제품 보내주시네요귀찮아서 그냥 먹습니다,,41,2,1,0
lkq1243,1,"랜던사은품 모아둔 사진에도 없는 종이컵을 보내주네요. 사용하지도 않는 종이컵을 분리수거로 내놓을수도없고, 집에 쌓아두자니 짜증나고. 저건 쓰레기입니다!",,42,2,2,0
rwf246,1,삼품이 한개만왔어요 ㅜㅜ아놔 친구가시켜준거라이번엔 두박스인걸 깜박여기서자주 사는대 개실망넘 늦게 알아서항의도 못하고 참...나...어처구니없음,,43,2,3,0
rgw514,1,사은품 세트로 주문했는데 사은품 안옴 문의글 올렸는데 어느세 구매확정이 자동으로 되어있네요 다음부터는 잘 확인해보시고 배송해주셨으면 좋겠습니다,,44,2,4,0
kkg1572,1,가격대비 쓸만한데 요즘 오픈마켓들 가격메리트 떨어져가고 있음 동네마트 행사가보다 못함 수량은 존내 마니 사게 만들어놓음서 싸지도 않은?,,45,2,5,0
jht296,1,먹는걸 포장박스 없이 제품에 바로 송장번호 붙여 보내어 불쾌했습니다,,46,2,1,0
lkq1243,1,컵으로 사은품은 받기 싫다고까지 확인했는데 커피안주고 컵 보냄. 진짜 짜증나지만 참고 마시게씁니다.,,47,2,2,0
rwf246,1,배송이 느리고 판매자 응대가 무성의,,48,2,3,0
rgw514,1,택배사 문제인지 판매자 문제인지 포장은 다 뜯겨져서 오고 받았을때 이게 과연 새 상품을 보낸건지 의심이 듬 ...,,49,2,4,0
kkg1572,1,물 줄줄 새는 텀블러는 도대체 왜 주는지 이해가 안됨. 물 한번 채워보고 바로 쓰레기통 직행. 주방세제가 아까움.,,50,2,5,0
jht297,1,랜덤사은품이라고는했지만 20T더 두팩다왔네요.30T추가로사는것보다 비싸게 랜덤으로 받았네요.,,51,2,1,0
lkq1244,1,카누선물세트랑 이번에 카누를 몇박스나 구매했는데 텀블러 그거하나 안주시나요 기분 별로네요ㅠㅠㅠ,,52,2,2,0
rwf247,1,240개라고 써있어서 랜더 사은품이 카누 20개인줄 알았더니 보틀이네요ㅜㅜ,,53,2,3,0
rgw515,1,아니 다 좋은디 그냥 커피 그대로 택배송장 붙여보낸것은 좀 심하네요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ당황쓰,,54,2,4,0
kkg1573,1,사은품을 랜덤으로 보내실꺼면 선택을 안하도록 하는게 맞다고 봅니다.,,55,2,5,0
jht297,1,1년도 안남은 상품이네요 좋아하는 커피지만 8개월 남은제품이라. 아쉽습니다,,56,2,1,0
lkq1244,1,배송을 몃칠을하는지 ㅡㅡ 더럽게오래걸리네요쩜 싸게산다고 더럽게느림,,57,2,2,0
rwf247,1,원래 먹던거라 다른건 문제없는데택배가 어마어마하네요....정말,,58,2,3,0
rgw515,1,선택옵션과 다른 제품이 도착함. 제 멋대로 옵션을 선택해서 배송함.,,59,2,4,0
kkg1573,1,커피를 한번에 그렇게 많이 샀는데도 텀블러 하나 안주시네요ㅠㅠㅠ,,60,2,5,0
jht297,1,유통기한 6개월 남은게왔어요.몇달전에 산거보다 짧으네요,,61,2,1,0
lkq1244,1,다 박스 찌그러져오구 사은품도 별루!!!,,62,2,2,0
rwf247,1,사은품은 안주고 가격을 내렸으면 좋겠네요,,63,2,3,0
rgw515,1,다시는 11번가에서 사고 싶지 않아요~,,64,2,4,0
kkg1573,1,머그컵 때문에 주문했는데 텀블러왔네요,,65,2,5,0
jht297,1,다 찌그러져서 왔는데 기분이 안좋네요,,66,2,1,0
lkq1244,1,배송 일요일주문해서 금요일받았네요,,67,2,2,0
rwf247,1,최고예요 싸게 샀어요 괜찮네요 빨라요,,68,2,3,0
rgw515,1,가격대비 쓸만합니다 아주 좋진 않고요,,69,2,4,0
kkg1573,1,가서그냥사길권고 배송진짜느림,,70,2,5,0
jht298,1,사은품 정말 꽝 ㅠ,,71,2,1,0
lkq1245,1,당일출고 안지킴,,72,2,2,0
rwf248,1,지금까지 11번가에서 이런적은 없었는데 배송 정말..마음에 안들었네요 이 제품 박스는 이 모양으로오고 그 동시에 모카골드 구입했는데 그 제품은 아주 멀쩡하게 왔네요 배송만 최악이였어요,,73,2,3,0
rgw516,1,별로예요,,74,2,4,0
kkg1574,2,"하여간 배송이 문제임. 배송이 왜케느린건지 모르겠음. 커피마시려고 주문한건데, 차라리 내가 커피농장에가서 커피콩을 따오는게 나았을까 싶을정도로 긴 기다림끝에 배송받음. 커피는 맛있음. 배송이 느려서 그렇지. 오래기다려서 그런지 더 맛있음. 달콤해. 늘 새로워. 배송은 느림.",,75,2,5,0
jht298,2,제품 저렴하게 샀다고 생각했는데유통기한 너무 짧네여. 유통기한 임박제품 치고는 비싼 가격으로 생각됩니다. 240t를.구매했는데 남은기간이 6개월도 안되네요해당 정보는 구매시 필요한 정보니 본문에 기재하심이 좋을것같습니다,,76,2,1,0
lkq1245,2,"오후 6시까지 주문하면 당일 발송이라더니9일 주문하고 14일에 받았어요.당일발송이란 표기는 하지 마세요.카누는 여름용 아이스블렌드와 시그니처만 먹는데여기는 두 박스씩만 있어 어쩔 수 없이 두 개를 샀네요.다크는 먹던 게 있어서 미디엄으로 선택했구요.패들 상품으로 시그니처 블랙 머그가 증정품이네요.다크는 뚜껑없는 롱 스텐 머그가 증정이었는데미디엄 증정품은 뚜껑있고 높이가 낮은 400ml 머그입니다.개인적으론 미디엄에 오는 뚜껑 머그가 더 맘에 드네요.그리고 별도 증정품으로 도자기 소재의 시그니처 머그와 트레이 세트도 있네요,평소에 뜨거운 커피를 안마셔서 쓸 일은 없겠지만뜨거운 커피를 즐기는 분들은 유용할 것 같아요.유통기한도 23년 6월 29일로 양호합니다.무책임한 배송이 상품의 장점과 만족도를 다 깎아먹네요.개선하세요!",,77,2,2,0
rwf248,2,세일행사때 주문한거지만 이렇게 유통기한 짧은거 온적은 첨이라 매우 실망스럽네요그리고 더 기분이 나쁜건 물건포장을 ?ㆍㆍ진짜어이가없네요이시기에 이렇게 보내주신게 최선이었는지 ㆍㆍㆍㆍ최악의 포장상태로 물건받아서 실망입니다,,78,2,3,0
rgw516,2,상품 주문하고 문제가 생겨 배송은 일주일 넘게 걸렸고상품 받고 유통기한을 봤는데 제 눈을 의심했습니다..지금 5월인데 8월까지라뇨.. 3개월도 안남았네요..140개. 1일 2개씩 빠짐없이 먹음 먹을수있을까요?커피를 즐기려고 먹는게 아니고 의무처럼 먹어야겠어요,,79,2,4,0
kkg1574,2,저렴하게 구입했는데 유통기한이 짧은것같네여 유통기한가까운제품은 솔직히 싫은데 쩝,,80,2,5,0
jht298,2,일주일 기다려서 받았어요. 너무 한곳에서 안움직여서 분실인줄 알았습니다. 처음 이용도 아닌데 이런경우는 또 처음이에요,,81,2,1,0
lkq1245,2,생각보다 배송이 느리고 텀블러는 귀엽네요,,82,2,2,0
rwf248,2,커피를 한꺼번에 받지 못 했네요따로...덤으로 좀 더 챙겨 주시지시스템구조가 그런건지구매자 실수땐 얄짤없느것 같더니늘 판매자 실수땐 그저 구매자가 기다렸다가 받아야 하네요그래도 태풍몰이 저렴하니 또 구입하게 되겠죠,,83,2,3,0
rgw516,2,박스포장도 없고 저대로 테이핑해서 보내는게 말이 되나요?선물할거였는데 이게 무신ㅡㅡ태풍몰에서 여러번 주문했었지만 이런경우는 첨이네요무슨 쓰레기받은거같은 기분이네요박스 완전더럽고 찌그러지고짜증납니다,,84,2,4,0
kkg1574,2,사은품을 두개다 컵이랑 소서를 주셨네요 ㅜㅜ 제조사는 정말 생각없이 제품 구성하네요. 진짜 센스가 없으신건지 재고가 그것만 남으셨는지 배송도 좀 느리고요,,85,2,5,0
jht298,2,하....배송빠르면 뭐하나요 매번주문하던곳이라서 주문했더니 상품 다찌그러져서 커피스틱 다튀어나왔네요ㅡㅡ배송신경좀 써주세요,,86,2,1,0
lkq1245,2,매달 태풍몰에서 카누 구입하는데 최근 몇달동안 배송이 넘 느리네요. 빨라야 결제일 제외3일 걸려요. 담엔 다른곳으로 변경해야겠어요.,,87,2,2,0
rwf248,2,박스 포장이 꼭 필요합니다. 배송시 파손으로 교환 받는데 10일 정도 걸렸습니다. 자주 이용하는데 이번에는 너무너무 실망스럽네요,,88,2,3,0
rgw516,2,"늘 쟁여두고 먹고 있습니다.배송이 일주일이나 걸려서 받게 되어, 불편했습니다.",,89,2,4,0
kkg1574,2,많이 시켰는데 유통기한이 3개월 전에 시킨 것보다 더 짧아요 ㅠㅠ,,90,2,5,0
jht299,2,두박스 랜덤사은품했는데ㅜㅜ두개 동일한게 왔어요 종류만 좀 다르게해주시지ㅜㅜ실용성을 따를까하다 둘중 하나는 괜찮은게오겠지 하며 주문했는데 두박스동일한게 오네요ㅜㅜ,,91,2,1,0
lkq1246,2,배송도 빠르고 가격도 좋았지만포장이 너무 중국스럽네요박스라도 써주시지 그냥 2박스를 테이프로..테이프 뜯다가 껍데기가 다 까져서 사무실에 두기도쪼금 그렇네요,,92,2,2,0
rwf249,2,배송이 5일 정도 걸렸습니다. 요즘 같은 때면 매우매우 느리네요,,93,2,3,0
rgw517,2,다른데보다 유통기한 최신이 올줄알고 주문했는데 이구성 상품은 더짧네요;;,,94,2,4,0
kkg1575,2,전년도 재고소진 하시나봐요. 유통기한이 반년정도 밖에 남지 않은 제품 입니다 사은품도 작년거에.. 실망스럽습니다,,95,2,5,0
jht299,2,빠른 배송 감사하나다른 제품은 유통기한 넉넉한데카누만 유통기한이 너무 짧아요두통이나 샀는데 올해 11월까지임--;,,96,2,1,0
lkq1246,2,금액은 싸나 같은 사은품 4개 부탁하는 글까지 남겻는데 대박..ㅇ 한개라도 다른거 주면 큰일 나시죠!!!!!,,97,2,2,0
rwf249,2,두박스나 주문했는데 유통기한이 짧네요부지런히 먹어야 겠어요텀블러는 두개 똑같은거 보내셨네요흠...,,98,2,3,0
rgw517,2,랜덤 사은품이 안왔어요,,99,2,4,0
kkg1575,2,로스트를 마시다가 다른것도 마셔볼려고 구매했는데 맛과 향이 탄것같아서 별로....,,100,2,5,0
jht299,2,다 좋은데 제품에 운송장 붙여서 오는게 ㅋㅋㅋㅋㅋ헉스럽네요 조금... 박스없이... 찜찜해요,,101,2,1,0
lkq1246,2,커피는 텀블러맛으로 사는데 컵만두개가와서 완전 깜놀했네요 다음부터 꼭 오프라인에서사야겠어요,,102,2,2,0
rwf249,2,겉포장도없이 제품에 송장붙혀서 배송. 현관앞 땅바닥에 놓고갔네요. 기분별로임,,103,2,3,0
rgw517,2,유통기한이 2020년 3월이네요 두통이나샀는데...그리고 배송도 느리네요,,104,2,4,0
kkg1575,2,사은품으로 컵이 왔는데 깨져서 왔어요 그나마 한개만 깨져서 그냥 쓰기로 합니다,,105,2,5,0
jht299,2,당일이라더니 너어무 늦게 왔어요!!!! 너어무 너어무 늦게 늦게~~~~,,106,2,1,0
lkq1246,2,포장이.. 좀 너무하네요. 케이스두개에 테이핑하고 송장 붙여서..,,107,2,2,0
rwf249,2,텀블러 갖고싶었는데 머그컵이 왔어여 두개나 샀는데 짜증ㅡㅡ,,108,2,3,0
rgw517,2,고정이 잘 안되고 이 모델로는 카바가 종류가 없내요 좀 실망임,,109,2,4,0
kkg1575,2,랜덤이긴 하지만 똑같은 제품은 쫌 아니지 않나요...,,110,2,5,0
jht300,2,배송은 무척 빠르고 한데 유통 기한이 짧아 아쉽네요.,,111,2,1,0
lkq1247,2,사은품이 완전 별루. 2개 구매 했는데... ㅠㅠ,,112,2,2,0
rwf250,2,컵만 두개 ;; 걍. 사은품 빼고. 커피를.주세요,,113,2,3,0
rgw518,2,상품박스포장이 엉망이네요사은품도 구려요,,114,2,4,0
kkg1576,2,사은품 주는줄 알았는데 안주셨네요 ㅜㅜ,,115,2,5,0
jht300,2,항상 카누 구매합니다 감사합니다,,116,2,1,0
lkq1247,2,배송이 너무 느리네요.,,117,2,2,0
rwf250,2,유통기한이 짧네요ㅠㅠ,,118,2,3,0
rgw518,2,박스포장이 아니네요!,,119,2,4,0
kkg1576,2,포장상태 최악입니다.,,120,2,5,0
jht300,2,포장이 조금 심하네요,,121,2,1,0
lkq1247,2,배송이 너무 느려요.,,122,2,2,0
rwf250,2,배송 너무 느려요.,,123,2,3,0
rgw518,2,배송이 늦었어요.,,124,2,4,0
kkg1576,2,뭐그냥..,,125,2,5,0
jht300,3,십일절날 세일해서 저렴하게 잘 샀습니다커피박스 그대로 포장해서 왔는데 안 찢어져서 와서 다행이네요유통기한은 10월까지라 커피240개 주문했는데 빨리 먹어야겠네요 배송은 빠릅니다,,126,2,1,0
lkq1247,3,항상 먹는 커피에요. 인스턴트 커피는 맥심이 최고죠~ 맛도 좋고 유통기한도 길어요. 배송도 빨랐어요. 배송상태는 포장박스가 다 구겨지고 너무 안좋았어요.,,127,2,2,0
rwf250,3,유통기한은 길지 않아요상자없이 상품에 바로 송장 붙어와요,,128,2,3,0
rgw518,3,배송은 보통이구요. 물건은 잘 받아서 열심히 먹고 있습니다. 카누가 젤 맛난거 같아요,,129,2,4,0
kkg1576,3,설마 다이어리가 두개일줄이야ㅠ 이미 하나 일부러 골라서 받았는데 올해다이어리를 세개나 어디다 쓸까싶네요ㅜ 설마 다이어리만 두개줄줄은 상상도못했네요 그냥 고를것을 쪼끔 싼가싶고 사은품은 머그아니면 보온병이니까 비슷하겠지 했다가 망해쓰요ㅋㅋ다이어리를 생각못했네요ㅜ,,130,2,5,0
jht301,3,항상마시는커피라주문했어요 배송은빠른편아닙니다 갈수록커피값행사잘안하네요 비싸서좀가격부담,,131,2,1,0
lkq1248,3,카누가 젤 입에 맛고 깔끔하니 좋아요~~~ 사은품 커피로 더주세요~~~^^,,132,2,2,0
rwf251,3,가격은저렴하게구매했는데유효기간이10개월뿐이라니ㅠㅠ부지런히잘먹을께요.,,133,2,3,0
rgw519,3,유통기한이 이번년도 까지 인걸 보내주셨네요. 혼자 마시는거라 일부러 유통기한 긴거 보내달라고 했는데 답변은 형식적으로 하나봄,,134,2,4,0
kkg1577,3,항상 마시는 카누인데 사은품 없이 커피가 더 있어서 좋아요,,135,2,5,0
jht301,3,항상 느끼는 것이지만 사은품 차곡차곡 쌓여서 짐이 될 정도입니다. 그냥 가격이나 카누로 조정되면 더욱 좋겠습니다.,,136,2,1,0
lkq1248,3,카누에무슨상품평이필요할까요좋아요~세상에서가장작은카페,,137,2,2,0
rwf251,3,카누 잘받았습니다. 사은품이 머그컵이여서 아주 좋아요. 잘받았습니다.,,138,2,3,0
rgw519,3,카누 맛있고 좋은데 사은품좀 없애고 가격내려주요,,139,2,4,0
kkg1577,3,회사에서 카누만 찾아서 가격이 괜찮아서 샀어요 배송은 빠르지 않았어요,,140,2,5,0
jht301,3,좋아하는 커피를 저렴하게 구입해서 좋긴한데 포장없이 판매박스 그대로 배송되었네요. 박스도 아래부분이 살짝 찢기고배송시 박스가 많이 파손되면 바로 커피가 쏟아질텐데 넘 성의가 부족한듯 하여 별 두개 뺐네요,,141,2,1,0
lkq1248,3,맛이야 카누 맛이겠는데 배송이 오래 걸렸어요. 17일에 샀는데 21일에 도착했어요. 중간에 공휴일 하루 있었고요. 저 3+1이라고 써진 박스 안에 30입짜리 상자 4개가 들어 있는 형태여서 따로 택배박스에 배송 오지 않는 것 같아요. 4개씩 들어있는 상자는 멀끔하게 잘 왔어요. 가격은 장바구니 쿠폰까지 써서 삼만 몇백원에 샀어요.,,142,2,2,0
rwf251,3,가장 간편하고 쉽고 빠르게 물 끓이기도 귀찮를 때 생수병에 커누 2~3개 털어 넣고 흔들어 마시는 것입니다. 따뜻한 물에 타 먹는 것과는 또 다른 맛를 느낄 수 있습니다 . 인스턴트 커피 아메리카노 종류 중에서는 먹어본것 중에 가장 좋은거 같고요. 비싼건 안먹어봤어요 ^^,,143,2,3,0
rgw519,3,2월4일240개33410원에주문해서 그담날받았어요 유통기한은1년정도남은거루왔구요 커피는그닥 단거조아하지않아 늘요거루 쟁겨두고먹구있어요 어떤때질리기도합니다만....음식달게먹구난후 깔끔하구조아요,,144,2,4,0
kkg1577,3,가격대비 괜찮아요 부담없어 많이 샀어요 ㅎㅎ 배송이 빨랐습니다 잘쓰겠습니다 그런데 사은품으로 커피 준다셔서 주문했는데 텀블러만2개 들어있네요 공지사항과 달라서 실망했슷니다 지키지 못할 공지는 왜올린건지 모르겠네요,,145,2,5,0
